Year,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population",Local Government Area,Police Service Area,Police Region
2022,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,5,4.059101193,4.328088671,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,120,97.418428627,103.87412811,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,147,119.337575068,127.245806934,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",53,43.026472644,45.877739915,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,222,180.22409296,192.167137003,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,185,150.186744134,160.139280836,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,184,149.374923895,159.273663101,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,5,4.059101193,4.328088671,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,6,4.870921431,5.193706405,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,21,17.04822501,18.177972419,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,5,4.059101193,4.328088671,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,3,2.435460716,2.596853203,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,26,21.107326203,22.50606109,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,8,6.494561908,6.924941874,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,4,3.247280954,3.462470937,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,3,2.435460716,2.596853203,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,22,17.860045248,19.043590153,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,25,20.295505964,21.640443356,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,45,36.531910735,38.952798041,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,2,1.623640477,1.731235468,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,16,12.989123817,13.849883748,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,59,47.897394075,51.071446321,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B10 Arson,B11 Cause damage by fire,82,66.569259562,70.980654208,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,1.623640477,1.731235468,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B20 Property damage,B21 Criminal damage,708,574.7687289,612.857355846,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B20 Property damage,B22 Graffiti,61,49.521034552,52.802681789,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,151,122.584856023,130.708277871,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3,2.435460716,2.596853203,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,312,253.287914431,270.072733085,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,180,146.127642941,155.811192164,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,367,297.938027551,317.681708468,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1301,1056.178130366,1126.168672254,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B43 Steal from a retail store,388,314.986252561,335.859680887,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,93,75.499282186,80.502449285,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,104,84.42930481,90.024244362,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B49 Other theft,621,504.140368146,537.548612967,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,48,38.967371451,41.549651244,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,188,152.622204849,162.736134038,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B50 Deception,B54 State false information,10,8.118202386,8.656177342,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,3,2.435460716,2.596853203,Ballarat,Ballarat,4 Western
2022,B Property and deception offences,B60 Bribery,B61 Bribery of officials,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,34,27.601888111,29.431002964,Ballarat,Ballarat,4 Western
2022,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,11,8.930022624,9.521795077,Ballarat,Ballarat,4 Western
2022,C Drug offences,C30 Drug use and possession,C31 Drug use,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,C Drug offences,C30 Drug use and possession,C32 Drug possession,110,89.300226242,95.217950767,Ballarat,Ballarat,4 Western
2022,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,61,49.521034552,52.802681789,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,117,94.982967911,101.277274907,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,8,6.494561908,6.924941874,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,53,43.026472644,45.877739915,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,19,15.424584533,16.446736951,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,3.247280954,3.462470937,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,13,10.553663101,11.253030545,Ballarat,Ballarat,4 Western
2022,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,253,205.390520356,219.001286764,Ballarat,Ballarat,4 Western
2022,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,8,6.494561908,6.924941874,Ballarat,Ballarat,4 Western
2022,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,4,3.247280954,3.462470937,Ballarat,Ballarat,4 Western
2022,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,26,21.107326203,22.50606109,Ballarat,Ballarat,4 Western
2022,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,571,463.549356218,494.267726255,Ballarat,Ballarat,4 Western
2022,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,36,29.225528588,31.162238433,Ballarat,Ballarat,4 Western
2022,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,318,258.158835862,275.26643949,Ballarat,Ballarat,4 Western
2022,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,21,17.04822501,18.177972419,Ballarat,Ballarat,4 Western
2022,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,0.811820239,0.865617734,Ballarat,Ballarat,4 Western
2022,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,2,1.623640477,1.731235468,Ballarat,Ballarat,4 Western
2022,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,3,2.435460716,2.596853203,Ballarat,Ballarat,4 Western
2022,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,118,95.79478815,102.142892641,Ballarat,Ballarat,4 Western
2022,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,2.435460716,2.596853203,Ballarat,Ballarat,4 Western
2022,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.623640477,26.124859031,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,5,4.059101193,65.312147578,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,3,2.435460716,39.187288547,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,5,4.059101193,65.312147578,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,4,3.247280954,52.249718062,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,17,13.800944056,222.061301764,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3,2.435460716,39.187288547,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,4,3.247280954,52.249718062,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B10 Arson,B11 Cause damage by fire,4,3.247280954,52.249718062,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B10 Arson,B19 Other fire related offences,6,4.870921431,78.374577093,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B20 Property damage,B21 Criminal damage,36,29.225528588,470.24746256,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B20 Property damage,B22 Graffiti,4,3.247280954,52.249718062,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3,2.435460716,39.187288547,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,20,16.236404771,261.248590311,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,14,11.36548334,182.874013218,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,14,11.36548334,182.874013218,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,20,16.236404771,261.248590311,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3,2.435460716,39.187288547,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2,1.623640477,26.124859031,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,4,3.247280954,52.249718062,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B40 Theft,B49 Other theft,40,32.472809542,522.497180622,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,5,4.059101193,65.312147578,Pyrenees,Ballarat,4 Western
2022,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,C Drug offences,C30 Drug use and possession,C32 Drug possession,4,3.247280954,52.249718062,Pyrenees,Ballarat,4 Western
2022,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,3,2.435460716,39.187288547,Pyrenees,Ballarat,4 Western
2022,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2,1.623640477,26.124859031,Pyrenees,Ballarat,4 Western
2022,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,11,8.930022624,143.686724671,Pyrenees,Ballarat,4 Western
2022,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,5,4.059101193,65.312147578,Pyrenees,Ballarat,4 Western
2022,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,29,23.542786918,378.810455951,Pyrenees,Ballarat,4 Western
2022,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,8,6.494561908,104.499436124,Pyrenees,Ballarat,4 Western
2022,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,11,8.930022624,143.686724671,Pyrenees,Ballarat,4 Western
2022,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.623640477,26.124859031,Pyrenees,Ballarat,4 Western
2022,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,1,0.811820239,13.062429516,Pyrenees,Ballarat,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,86,67.023347672,67.023347672,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,129,100.535021507,100.535021507,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",46,35.849697592,35.849697592,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,177,137.943401603,137.943401603,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,163,127.032624075,127.032624075,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,97,75.596101444,75.596101444,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,2,1.558682504,1.558682504,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,4,3.117365008,3.117365008,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,20,15.58682504,15.58682504,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2,1.558682504,1.558682504,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,4,3.117365008,3.117365008,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,2,1.558682504,1.558682504,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,12,9.352095024,9.352095024,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,15,11.69011878,11.69011878,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,11,8.572753772,8.572753772,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,19,14.807483788,14.807483788,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,28,21.821555056,21.821555056,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,24,18.704190048,18.704190048,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,6,4.676047512,4.676047512,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,0.779341252,0.779341252,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,20,15.58682504,15.58682504,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,31,24.159578812,24.159578812,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B10 Arson,B11 Cause damage by fire,24,18.704190048,18.704190048,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,0.779341252,0.779341252,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B20 Property damage,B21 Criminal damage,403,314.074524554,314.074524554,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B20 Property damage,B22 Graffiti,58,45.201792616,45.201792616,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,1.558682504,1.558682504,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,46,35.849697592,35.849697592,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,318,247.830518135,247.830518135,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,126,98.196997751,98.196997751,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,3,2.338023756,2.338023756,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,147,114.563164043,114.563164043,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,633,493.323012513,493.323012513,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B40 Theft,B43 Steal from a retail store,132,102.873045263,102.873045263,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,64,49.877840128,49.877840128,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,102,79.492807704,79.492807704,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B40 Theft,B49 Other theft,365,284.459556978,284.459556978,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,31,24.159578812,24.159578812,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,222,173.013757943,173.013757943,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B50 Deception,B54 State false information,16,12.469460032,12.469460032,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,3,2.338023756,2.338023756,Banyule,Banyule,1 North West Metro
2022,B Property and deception offences,B50 Deception,B59 Other deception offences,2,1.558682504,1.558682504,Banyule,Banyule,1 North West Metro
2022,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,43,33.511673836,33.511673836,Banyule,Banyule,1 North West Metro
2022,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,5.455388764,5.455388764,Banyule,Banyule,1 North West Metro
2022,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,12,9.352095024,9.352095024,Banyule,Banyule,1 North West Metro
2022,C Drug offences,C30 Drug use and possession,C31 Drug use,1,0.779341252,0.779341252,Banyule,Banyule,1 North West Metro
2022,C Drug offences,C30 Drug use and possession,C32 Drug possession,152,118.459870303,118.459870303,Banyule,Banyule,1 North West Metro
2022,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,0.779341252,0.779341252,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,40,31.17365008,31.17365008,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,80,62.34730016,62.34730016,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,2.338023756,2.338023756,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,7,5.455388764,5.455388764,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,11,8.572753772,8.572753772,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,9,7.014071268,7.014071268,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,1.558682504,1.558682504,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,9,7.014071268,7.014071268,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,2.338023756,2.338023756,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,3,2.338023756,2.338023756,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,3,2.338023756,2.338023756,Banyule,Banyule,1 North West Metro
2022,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,34,26.497602568,26.497602568,Banyule,Banyule,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.779341252,0.779341252,Banyule,Banyule,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,57,44.422451364,44.422451364,Banyule,Banyule,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,4,3.117365008,3.117365008,Banyule,Banyule,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,24,18.704190048,18.704190048,Banyule,Banyule,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,17,13.248801284,13.248801284,Banyule,Banyule,1 North West Metro
2022,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,330,257.182613159,257.182613159,Banyule,Banyule,1 North West Metro
2022,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,75,58.4505939,58.4505939,Banyule,Banyule,1 North West Metro
2022,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,609,474.618822465,474.618822465,Banyule,Banyule,1 North West Metro
2022,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,64,49.877840128,49.877840128,Banyule,Banyule,1 North West Metro
2022,F Other offences,F10 Regulatory driving offences,F11 Drink driving,1,0.779341252,0.779341252,Banyule,Banyule,1 North West Metro
2022,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.779341252,0.779341252,Banyule,Banyule,1 North West Metro
2022,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1,0.779341252,0.779341252,Banyule,Banyule,1 North West Metro
2022,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,0.779341252,0.779341252,Banyule,Banyule,1 North West Metro
2022,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,36,28.056285072,28.056285072,Banyule,Banyule,1 North West Metro
2022,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,2.338023756,2.338023756,Banyule,Banyule,1 North West Metro
2022,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,3,2.338023756,2.338023756,Banyule,Banyule,1 North West Metro
2022,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,99,140.033888759,247.180223023,Bass Coast,Bass Coast,2 Eastern
2022,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,80,113.158697987,199.741594362,Bass Coast,Bass Coast,2 Eastern
2022,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",16,22.631739597,39.948318872,Bass Coast,Bass Coast,2 Eastern
2022,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,137,193.784270303,342.057480345,Bass Coast,Bass Coast,2 Eastern
2022,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,43,60.822800168,107.36110697,Bass Coast,Bass Coast,2 Eastern
2022,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,74,104.671795638,184.760974785,Bass Coast,Bass Coast,2 Eastern
2022,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3,4.243451175,7.490309789,Bass Coast,Bass Coast,2 Eastern
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,26,36.776576846,64.916018168,Bass Coast,Bass Coast,2 Eastern
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,5,7.072418624,12.483849648,Bass Coast,Bass Coast,2 Eastern
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,7,9.901386074,17.477389507,Bass Coast,Bass Coast,2 Eastern
